id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
d81ff708-b5d2-478f-af6a-6d40f5beb9ac,12 Gates Brewing Company,brewpub,80 Earhart Dr Ste 20,,,Williamsville,New York,14221-7804,United States,7169066600,http://www.12gatesbrewing.com,,
ee6d39c6-092f-4623-8099-5b8643f70dbe,16 Stone Brewpub,brewpub,9542 Main St,,,Holland Patent,New York,13354,United States,3158658500,http://www.16stonebrewpub.com,-75.2565195,43.24211175
4a09f017-db8f-42e1-a8ec-a0cd81c28761,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,,,Holbrook,New York,11741-2275,United States,6315334838,http://www.1940sbrewingcompany.com,,
8624d11b-8593-49a8-89b4-c46a0f111cd7,2 Way Brewing Company,brewpub,18 W Main St,,,Beacon,New York,12508-2512,United States,8452027334,http://www.2waybrewingcompany.com,-73.9809868,41.5082102
00fdce16-e1dd-4678-87f2-45550f9083e1,212 Brewing Company,contract,21476 Route 23,,,Davenport,New York,13750,United States,2123779050,,,
dad10840-28ab-4dcf-9005-bf2cc2665b5a,42 North Brewing Company,brewpub,25 Pine St,,,East Aurora,New York,14052-1827,United States,7168057500,http://www.42northbrewing.com,-78.607989,42.769311
6f431fe7-b136-444b-84e3-3a2042903d93,6 Degrees of Separation,brewpub,35 Main St,,,Ossining,New York,10562-4662,United States,9144325969,http://www.6degreesbp.com,-73.86768188,41.15866213
a1199657-e4a9-496b-88c3-999f9e7e97e9,7 Sins Brewery,micro,10593 W Main Rd,,,Ripley,New York,14775-9746,United States,7165812090,http://www.7sinsbrewery.com,-79.7497349,42.24869073
1682e94f-73ba-4035-93be-1fb28bb2cee7,8th Ward Brewing Company,planning,,,,Poughkeepsie,New York,12603-3401,United States,,,,
7918a6dd-08d0-4157-a841-01b20a9a7a4c,Abandon Brewing,micro,2994 Merritt Hill Rd,,,Penn Yan,New York,14527-8938,United States,5852093276,http://www.abandonbrewing.com,,
a180c4e0-77cc-4088-951c-62192abd99d4,Adirondack Pub and Brewery,micro,33 Canada St,,,Lake George,New York,12845-1603,United States,5186680002,http://www.adkpub.com,-73.71407763,43.41850655
1b7f0552-3b1a-4737-8cb4-eb8d7134d903,Adirondack Toboggan Company Microbrewery,micro,202A W Main St,,,Gouverneur,New York,13642-1334,United States,3157716313,http://www.adktoboggan.net,-75.47489238,44.33237311
06ac0316-a30f-40c6-acb7-c08fea0c30b1,Akwesasne Mohawk Casino Resort,planning,,,,Akwesasne,New York,13655-1800,United States,5183582222,http://mohawkcasino.com,,
ed3ea3ae-04d3-4356-ab96-a74514992a50,Alewife Brewing Company,brewpub,514 51st Ave,,,Long Island City,New York,11101-5879,United States,7189377494,http://www.alewife.beer,-73.95625257,40.74232214
810e0e7c-293a-4e3e-a557-13691d30d399,Alphabet City Brewing Co,contract,96 Avenue C Frnt 4,,,New York,New York,10009-7055,United States,9143566809,http://www.acbnyc.com,,
5fffcb8c-fbca-4633-8ef4-7bfd7dd6d473,Amber Lantern Brewing Company,brewpub,44 N Main St,,,Warsaw,New York,14569-1326,United States,5857863559,http://www.amberlanternbrewingcompany.com,-78.132363,42.7408423
032a363c-447b-495a-bfed-814201b877c0,Andean Brewing,micro,300 Corporate Dr Ste 2,,,Blauvelt,New York,10913-1162,United States,6464505852,,,
baec5c2d-a983-49e0-beb9-ca55879d4139,Anheuser-Busch Inc â Baldwinsville,large,2885 Belgium Rd,,,Baldwinsville,New York,13027-2706,United States,3156354000,,-76.31159343,43.16510925
e15991e7-755b-465a-9d39-0f850305e900,Apex Brewery,micro,"405 State Route 17M Monroe, NY 10950",,,Monroe,New York,19050,United States,845-202-3498,https://apexbrews.com,-74.1730176,41.3165152
