id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
d4c7fb43-6671-4597-8cdd-e938d751aca2,400 North Brewing,planning,,,,Sugarhill,Georgia,30518-7916,United States,4047911119,http://400northbrewing.com,,
80c395e8-28c8-460a-9cc5-721fcc22410f,5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,,,Sandy Springs,Georgia,30342-1150,United States,4042555911,http://www.5seasonsbrewing.com,-84.3796711,33.9078086
baad8dd7-b295-480c-8f64-e499562a3662,5 Seasons Brewing Co - Westside,brewpub,1000 Marietta St NW Ste 204,,,Atlanta,Georgia,30318-0683,United States,4048753232,http://www.5seasonsbrewing.com,,
76ee21a3-d4bd-4526-9ef8-5a23a4507566,6 Bridges Brewing,planning,,,,Johns Creek,Georgia,30097,United States,7708460292,http://www.sixbridgesbrewing.com,,
b161916f-3f69-4f16-8059-eef9eee6877c,Abide Brewing Company,micro,110 Werz Industrial Blvd Ste 130,,,Newnan,Georgia,30263-5802,United States,6789726747,http://www.abidebrewing.com,-84.76356641,33.40257035
828ee507-7142-4c7c-9f0b-82964d4195d0,Akademia Brewing Company,brewpub,150 Crane Dr,,,Athens,Georgia,30606-0600,United States,7064613208,http://www.AkademiaBC.com,-83.47153754,33.94270289
6599a1de-d497-4e4f-bf3d-16d5065fefec,Anheuser-Busch Inc â Cartersville,large,100 Busch Dr NE,,,Cartersville,Georgia,30121-7217,United States,7703862000,,,
ce1af2d9-e7d4-4d13-99f6-212067335f9e,Arches Brewing,micro,3361 Dogwood Dr,,,Hapeville,Georgia,30354-1439,United States,6786532739,,,
804a6227-ddd1-41d8-8771-2485a1c63bdb,BlueTarp Brewing Co,micro,731 E College Ave,,,Decatur,Georgia,30030-5365,United States,4046696740,http://www.bluetarpbrew.com,-84.2835622,33.7740425
b5afc4b3-221a-49d5-8e55-c6a374ea45d2,Braselton Brewing Company,planning,,,,Braselton,Georgia,30517,United States,7068701458,,,
80a6159f-2196-4c18-bfdb-4fc34a723524,Buck Bald Brewing Corporation,planning,,,,Blue Ridge,Georgia,30513,United States,7703169971,http://www.buckbaldbrewing.com,,
179ddd44-f2d8-4a98-ab38-ceeca78c11ad,Burnt Hickory Brewery,micro,2260 Moon Station Ct NW Ste 210,,,Kennesaw,Georgia,30144-5653,United States,7705148812,http://www.burnthickorybrewery.com,,
cf741ae8-b09e-40af-9ea7-065f0736a458,Cannon Brewpub,brewpub,1041 Broadway,,,Columbus,Georgia,31901-5256,United States,7066532337,,,
32e080ba-5023-493a-a6ea-0a13f5be02fb,Chattabrewchee Southern Brewhouse,micro,709 4th Ave,,,West Point,Georgia,31833-1506,United States,7065011151,http://www.chattabrewchee.com,-85.18536152,32.87625763
0aa7e0cb-3465-42c8-a6cd-2af04701f286,Cherokee Brewing + Pizza Company,brewpub,207-B West Cuyler St,,,Dalton,Georgia,30720,United States,7065299478,http://www.cherokeebrewingandpizza.com,-84.96940721,34.76976664
8f79511b-78db-4478-980f-82b9219e5916,Coastal Empire Beer Co,micro,79 Ross Rd,,,Savannah,Georgia,31405-1660,United States,9124287911,http://www.coastalempirebeer.com,,
9ff5bda3-04ed-48cc-8d63-9c2799a12a42,Creature Comforts Brewing Co.,regional,271 W Hancock Ave,,,Athens,Georgia,30601-2727,United States,7064101043,http://www.creaturecomfortsbeer.com,-83.380087,33.95919871
f4512d6a-51fd-4e2d-b601-f4666490f0a0,Creature Comforts Production Facility At Southern Mill,regional,355 Oneta St Bldg A100,,,Athens,Georgia,30601,United States,,,,
35d4bdfd-bad4-4438-b690-d49cc685d774,Currahee Brewing Company,micro,25 S Main St,,,Alpharetta,Georgia,30009,United States,,,-84.2967826,34.0711104
8f0e3986-07af-496e-9149-bbcde8bb9b84,Dry County Brewing Company,micro,1500 Lockhart Drive,,,kennesaw,Georgia,30144,United States,4045799846,http://www.DryCountyBrewCo.com,,
c88ab21e-2a9a-4d12-a50f-9b0c478d26ea,Eagle Creek Brewing Company,micro,106 Savannah Ave Ste B,,,Statesboro,Georgia,30458-7162,United States,9124892337,http://www.eaglecreekbrewingco.com,,
5b2d36b5-9994-421e-bd81-f9bca58a9216,Etowah Brewery,planning,,,,Dahlonega,Georgia,30533,United States,6785707349,,,
9d99fd5e-9aeb-48c6-a8b5-ece6a0607dbd,EuroBevs,contract,2255 Cumberland Pkwy SE,,,Atlanta,Georgia,30339-4515,United States,7704371285,http://www.eurobevs.com,,
51e73708-c0e0-4502-8986-2b1db31621f5,Eventide Brewing Co,micro,1015 Grant St SE,,,Atlanta,Georgia,30315-2014,United States,4049074543,http://www.eventidebrewing.com,-84.37706291,33.72670205
b024d4aa-863a-460b-ad4d-aba44398e2ab,Fannin Brewing,micro,3758 E First St,,,Blue Ridge,Georgia,30513-4514,United States,7062582762,http://www.fanninbrewingcompany.com,-84.31707477,34.87142613
483e1e69-0687-445c-99c2-b1ec732eb580,Fire Maker Brewing Company,micro,975 Chattahoochee Ave NW,,,Atlanta,Georgia,30318,United States,6787058777,https://www.firemakerbeer.com,-84.41943924,33.80024037
4909cd1a-bb81-4e07-86e9-2737ab02fd6a,Firewater Brewing Company,planning,,,,Kennesaw,Georgia,30144,United States,,,,
564ec142-f73e-4d0c-9430-828e8553aa79,From The Earth Brewing Company,brewpub,1570 Holcomb Bridge Rd Suite 405,,,Roswell,Georgia,30076,United States,7709109799,http://www.ftebrewing.com,,
051c41cf-a0a9-4f3a-bf12-84f3b68960be,Gate City Brewing Company,micro,43 Magnolia St,,,Roswell,Georgia,30075-4289,United States,6784040961,http://www.gatecitybrewingco.com,-84.36395307,34.02293426
509592b2-00bc-4210-b57d-35fcd2447e53,Georgia Beer Co,planning,,,,Valdosta,Georgia,31601-9017,United States,9123995883,http://www.georgiabeerco.com,,
748e5fbd-c51a-4dfb-8862-089ac305832b,Glover Park Brewery,planning,,,,Marietta,Georgia,30060,United States,,,,
649e9b90-6572-4b02-9652-90d4ffec7a92,Good Word Brewing & Public House,brewpub,3085 Main St Ste 520,,,Duluth,Georgia,30096-3261,United States,4049732077,http://www.goodwordbrewing.com,,
a638f91d-b523-4965-875b-2c2580e990f2,Gordon Biersch Brewery Restaurant - Atlanta,brewpub,3242 Peachtree Rd NE,,,Atlanta,Georgia,30305-2425,United States,4042640253,http://www.craftworksrestaurants.com,-84.3620936,33.8503143
